 employee_id |      full_name      | department | total_paid 
   239487268 | Emmett Scott        | IT         |    4652.89
   407060467 | Brayden Ortiz       | IT         |    4652.72
   494927323 | Nicholas Freeman    | IT         |    4600.29
   839918028 | Rafael Turner       | IT         |    4576.79
   951568095 | Benjamin Cruz       | IT         |    4562.04
   919140298 | Liam Cross          | IT         |    4552.32
   320374092 | Brooks Myers        | IT         |    4513.62
   518261594 | Max Kim             | IT         |    4512.07
   882076499 | Grayson Edwards     | IT         |    4487.19
   563519484 | Jeremiah Evans      | IT         |    4459.06
   358759939 | Easton Walters      | IT         |    4449.24
   411377752 | Daniel Baldwin      | IT         |    4406.62
   453808139 | Isaiah Jimenez      | IT         |    4369.22
   758225077 | Oliver Holmes       | IT         |    4346.75
   904263447 | Noah Castillo       | IT         |    4261.28
   343651804 | Mason Stewart       | IT         |    4256.15
   665862065 | David Morris        | IT         |    4243.80
   887160081 | Aaron Nguyen        | IT         |    4152.23
   567562727 | Jaxon Ward          | IT         |    4096.30
   413593355 | Alexander Ward      | IT         |    4065.46
   409552023 | Emmett Green        | IT         |    4051.72
   345069656 | Dylan King          | IT         |    4046.21
   970853726 | Isaiah Schultz      | IT         |    4043.48
   894073045 | Julian Young        | IT         |    4014.45
   798526594 | Jonathan Rogers     | IT         |    3996.63
   543320607 | Weston Mitchell     | IT         |    3995.46
   340928153 | Adrian Hamilton     | IT         |    3988.13
   919718544 | Kai Nelson          | IT         |    3981.91
   626533400 | Micah Reeves        | IT         |    3976.91
   595427992 | Zane Gonzalez       | IT         |    3942.49
   319614282 | Sebastian Serrano   | IT         |    3929.63
   893364297 | Wyatt Reeves        | IT         |    3929.35
   428410759 | Finn Jackson        | IT         |    3916.62
   839694454 | Grayson Nelson      | IT         |    3898.83
   504381797 | Luca Stewart        | IT         |    3892.90
   270348000 | Jameson Mendoza     | IT         |    3871.96
   750840383 | Elias Young         | IT         |    3861.98
   128082755 | Theodore Douglas    | IT         |    3787.90
   821341961 | Everett Brooks      | IT         |    3777.22
   379316178 | Shane Clark         | IT         |    3774.59
   321004252 | Charles Patel       | IT         |    3770.01
   552548157 | Ethan Walters       | IT         |    3723.43
   961816552 | Cooper Jones        | IT         |    3722.10
   848005268 | Nolan Reed          | IT         |    3653.15
   419878149 | Sebastian Mitchell  | IT         |    3649.06
   299651797 | Evan Reeves         | IT         |    3603.73
   587496821 | Benjamin Flores     | IT         |    3549.79
   724679138 | Axel Sanchez        | IT         |    3530.93
   238229048 | Miles Sanchez       | IT         |    3463.98
   313233682 | Henry Schultz       | IT         |    3455.90
   173213146 | Theodore Davis      | IT         |    3413.17
   145724105 | Xavier Potter       | IT         |    3396.43
   554452247 | Andrew Miller       | IT         |    3366.31
   773638329 | Carter Miller       | IT         |    3331.51
   445815575 | Alexander Peterson  | IT         |    3322.77
   250941127 | Hunter Rogers       | IT         |    3307.22
   681449420 | Jose Lopez          | IT         |    3295.05
   759013507 | Hudson Castillo     | IT         |    3289.87
   516320007 | Liam Richardson     | IT         |    3287.87
   383383031 | Gael Price          | IT         |    3251.17
   423218462 | Xavier Williams     | IT         |    3197.01
   773593850 | Axel Gray           | IT         |    3189.18
   711773603 | Aaron Rodriguez     | IT         |    3179.98
   851372132 | Ryder Wright        | IT         |    3165.16
   176507068 | Shane Keller        | IT         |    3130.08
   820338722 | Tristan Castillo    | IT         |    3116.28
   706979566 | Ryder Collins       | IT         |    3102.31
   908358444 | Wyatt Young         | IT         |    3087.86
   648251968 | Leo Pena            | IT         |    3074.51
   165295032 | Orion Gonzalez      | IT         |    3051.89
   220616694 | Peter Hall          | IT         |    3016.43
   840204919 | Noah Edwards        | IT         |    3007.97
   246573479 | Joseph Gomez        | IT         |    3004.77
   682057304 | Dylan Baldwin       | IT         |    2994.21
   406262876 | Cameron Edwards     | IT         |    2989.08
   624626084 | Isaac Morgan        | IT         |    2982.12
   865746713 | Jonathan Adams      | IT         |    2935.78
   361734736 | Bennett Hill        | IT         |    2861.96
   696693195 | Thomas Brooks       | IT         |    2837.67
   198630503 | Shane Turner        | IT         |    2802.31
   242888084 | Gael Hill           | IT         |    2747.53
   452976382 | Roman Harris        | IT         |    2743.11
   778537826 | Michael Ward        | IT         |    2730.88
   755360437 | Henry Graham        | IT         |    2702.79
   910612740 | Landon Brooks       | IT         |    2680.21
   129873125 | Xavier Cox          | IT         |    2676.80
   551263469 | Peter Herrera       | IT         |    2625.97
   410883145 | Ian Sutton          | IT         |    2609.74
   472550529 | Beau Morales        | IT         |    2609.00
   918580734 | Landon Hughes       | IT         |    2566.76
   276606685 | Adam Ramos          | IT         |    2566.47
   224858036 | Dominic Hamilton    | IT         |    2522.78
   226922907 | Bennett Allen       | IT         |    2499.80
   437626003 | Dominic Howard      | IT         |    2480.02
   293602097 | Christian Smith     | IT         |    2432.94
   987718567 | Anthony Reeves      | IT         |    2431.81
   440983077 | Rowan Reeves        | IT         |    2404.08
   647855292 | Greyson Diaz        | IT         |    2403.38
   313291048 | Andrew Weber        | IT         |    2401.16
   641791925 | Axel Serrano        | IT         |    2345.74
   892244822 | Austin Thompson     | IT         |    2268.48
   482924779 | Rowan Lopez         | IT         |    2258.99
   880910738 | Greyson Watson      | IT         |    2214.00
   682348559 | Matthew Johnson     | IT         |    2180.59
   678327964 | Samuel Campbell     | IT         |    2179.67
   952283034 | Liam Powell         | IT         |    2178.42
   910544803 | Benjamin Bennett    | IT         |    2145.73
   412431116 | Robert Murphy       | IT         |    2144.79
   632874993 | Noah Turner         | IT         |    2105.26
   510758911 | Declan Powell       | IT         |    2075.45
   835794675 | Joseph Morales      | IT         |    2062.01
   177286800 | Andrew Holmes       | IT         |    2048.67
   141533840 | Leonardo Nelson     | IT         |    2041.68
   921859099 | David Watson        | IT         |    2036.35
   675097858 | Mateo Martin        | IT         |    2006.72
   835802326 | Liam Hill           | IT         |    2003.03
   372855991 | Joshua Hall         | IT         |    1963.18
   294828277 | Ian Hall            | IT         |    1942.49
   789190151 | Sebastian Carter    | IT         |    1924.05
   290502371 | Jace Gray           | IT         |    1917.80
   916843982 | Logan Ortiz         | IT         |    1900.69
   982017879 | Dominic Anderson    | IT         |    1881.96
   387351659 | Jameson Baker       | IT         |    1836.98
   268077927 | Victor Reyes        | IT         |    1814.18
   562622651 | John Baker          | IT         |    1810.64
   102093626 | Beau Johnson        | IT         |    1786.96
   221482686 | Everett Kelly       | IT         |    1774.12
   144309804 | Everett Nelson      | IT         |    1763.48
   885530111 | Xavier Morris       | IT         |    1744.33
   608470350 | Jeremiah Mendoza    | IT         |    1741.26
   566464137 | Benjamin Gomez      | IT         |    1738.01
   350940929 | Caleb Graham        | IT         |    1712.25
   303225840 | Weston Garcia       | IT         |    1706.55
   119460840 | Josiah Wilson       | IT         |    1700.76
   203128070 | Benjamin Gray       | IT         |    1694.69
   687035571 | Ryan Scott          | IT         |    1693.45
   471435538 | Daniel Douglas      | IT         |    1692.24
   503451992 | Victor Ross         | IT         |    1662.03
   271655091 | Daniel Anderson     | IT         |    1654.78
   348920940 | Kody Gray           | IT         |    1646.05
   284487016 | Leonardo Adams      | IT         |    1632.78
   853132474 | Emmett Morris       | IT         |    1630.40
   221266741 | Ryan Johnson        | IT         |    1626.48
   537849444 | Samuel Garcia       | IT         |    1621.42
   881550922 | Kody Cruz           | IT         |    1605.52
   936517779 | Greyson Bailey      | IT         |    1582.80
   962581595 | Waylon White        | IT         |    1568.68
   301223874 | Rafael Potter       | IT         |    1558.61
   845570543 | Luca Parker         | IT         |    1550.50
   823176642 | Nolan Baker         | IT         |    1543.38
   887619537 | Mateo Anderson      | IT         |    1498.50
   881334005 | Charles Peterson    | IT         |    1481.67
   917674940 | Nolan Sanchez       | IT         |    1419.34
   837858240 | Tristan Bailey      | IT         |    1414.27
   490864418 | Christian Cohen     | IT         |    1414.20
   990216124 | Ian Hall            | IT         |    1392.10
   400766468 | Jack Cox            | IT         |    1387.86
   531441061 | Liam Anderson       | IT         |    1384.85
   853262005 | Nolan Reyes         | IT         |    1380.68
   403239541 | Luke Baker          | IT         |    1366.75
   351768450 | Beau Douglas        | IT         |    1361.90
   457893791 | Declan Edwards      | IT         |    1338.77
   676643694 | Hudson Cooper       | IT         |    1335.49
   204234864 | Max Ruiz            | IT         |    1296.30
   418606286 | Parker Mendoza      | IT         |    1290.74
   177168648 | James Figueroa      | IT         |    1272.81
   521553779 | Orion Turner        | IT         |    1270.39
   441949904 | Andrew Lewis        | IT         |    1256.56
   704977162 | Logan Diaz          | IT         |    1256.20
   101338759 | Kody Wilson         | IT         |    1250.79
   110274095 | Parker Kim          | IT         |    1232.65
   394802221 | Cameron Cooper      | IT         |    1208.79
   216836280 | Jacob Weber         | IT         |    1207.30
   133444212 | Max Kelly           | IT         |    1182.42
   368762520 | Theodore Walters    | IT         |    1158.46
   467864075 | Ezra Brown          | IT         |    1145.83
   316425315 | Owen Phillips       | IT         |    1139.71
   256944621 | Miles Reed          | IT         |    1124.48
   179274285 | Micah Spencer       | IT         |    1072.25
   512154945 | Jeremiah Riley      | IT         |    1038.36
   291664356 | Orion Lam           | IT         |    1033.74
   291113025 | Theodore Bryant     | IT         |    1000.41
   147962396 | Lincoln Scott       | IT         |     991.83
   284985646 | Benjamin Stephens   | IT         |     933.16
   811785869 | James Lee           | IT         |     923.19
   695273987 | Everett Hernandez   | IT         |     912.19
   858758835 | Axel Sanders        | IT         |     890.23
   283436240 | Owen Thomas         | IT         |     845.16
   748731504 | Connor Berg         | IT         |     840.38
(741 rows)

